## [iView]
## Converted from:	F:\transfer\to convert\negtracker5_3\121212_03-eye_data.idf
## Date:	12.12.2012 20:07:48
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	1569                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	121212_03                                                                                                                                                                                                                                                       
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1040-05197-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
4362721877	SMP	1	0.00	0.00	0.00	0.00	-1	
4362771914	SMP	1	0.00	0.00	0.00	0.00	-1	
4362821996	SMP	1	0.00	0.00	0.00	0.00	-1	
4362871983	SMP	1	0.00	0.00	0.00	0.00	-1	
4362921978	SMP	1	0.00	0.00	0.00	0.00	-1	
4362972086	SMP	1	0.00	0.00	0.00	0.00	-1	
4363021950	SMP	1	0.00	0.00	0.00	0.00	-1	
4363072150	SMP	1	0.00	0.00	0.00	0.00	-1	
4363122131	SMP	1	0.00	0.00	0.00	0.00	-1	
4363172152	SMP	1	0.00	0.00	0.00	0.00	-1	
4363222054	SMP	1	0.00	0.00	0.00	0.00	-1	
4363272222	SMP	1	0.00	0.00	0.00	0.00	-1	
4363322135	SMP	1	0.00	0.00	0.00	0.00	-1	
4363372283	SMP	1	0.00	0.00	0.00	0.00	-1	
4363422219	SMP	1	0.00	0.00	0.00	0.00	-1	
4363472280	SMP	1	0.00	0.00	0.00	0.00	-1	
4363522299	SMP	1	0.00	0.00	0.00	0.00	-1	
4363572280	SMP	1	0.00	0.00	0.00	0.00	-1	
4363622423	SMP	1	0.00	0.00	0.00	0.00	-1	
4363672513	SMP	1	0.00	0.00	0.00	0.00	-1	
4363722327	SMP	1	0.00	0.00	0.00	0.00	-1	
4363772409	SMP	1	0.00	0.00	0.00	0.00	-1	
4363822471	SMP	1	0.00	0.00	0.00	0.00	-1	
4364306906	MSG	1	# Message: elmo_duck.avi
4364322573	SMP	1	0.00	0.00	0.00	0.00	-1	
4364372770	SMP	1	0.00	0.00	0.00	0.00	-1	
4364422779	SMP	1	0.00	0.00	0.00	0.00	-1	
4364472626	SMP	1	0.00	0.00	0.00	0.00	-1	
4364522794	SMP	1	0.00	0.00	0.00	0.00	-1	
4364574509	SMP	1	0.00	0.00	0.00	0.00	-1	
4364622863	SMP	1	0.00	0.00	0.00	0.00	-1	
4364672876	SMP	1	0.00	0.00	0.00	0.00	-1	
4364722852	SMP	1	0.00	0.00	0.00	0.00	-1	
4364772782	SMP	1	0.00	0.00	0.00	0.00	-1	
4364822960	SMP	1	0.00	0.00	0.00	0.00	-1	
4364873513	SMP	1	0.00	0.00	0.00	0.00	-1	
4364923070	SMP	1	0.00	0.00	0.00	0.00	-1	
4364972928	SMP	1	0.00	0.00	0.00	0.00	-1	
4365023020	SMP	1	0.00	0.00	0.00	0.00	-1	
4365073047	SMP	1	0.00	0.00	0.00	0.00	-1	
4365123214	SMP	1	0.00	0.00	0.00	0.00	-1	
4365173070	SMP	1	0.00	0.00	0.00	0.00	-1	
4365223094	SMP	1	0.00	0.00	0.00	0.00	-1	
4365273137	SMP	1	0.00	0.00	0.00	0.00	-1	
4365323322	SMP	1	0.00	0.00	0.00	0.00	-1	
4365373166	SMP	1	0.00	0.00	0.00	0.00	-1	
4365423206	SMP	1	0.00	0.00	0.00	0.00	-1	
4365473779	SMP	1	0.00	0.00	0.00	0.00	-1	
4365523267	SMP	1	0.00	0.00	0.00	0.00	-1	
4365573919	SMP	1	0.00	0.00	0.00	0.00	-1	
4365623345	SMP	1	0.00	0.00	0.00	0.00	-1	
4365673874	SMP	1	0.00	0.00	0.00	0.00	-1	
4365723356	SMP	1	0.00	0.00	0.00	0.00	-1	
4365773293	SMP	1	0.00	0.00	0.00	0.00	-1	
4365823457	SMP	1	0.00	0.00	0.00	0.00	-1	
4365873347	SMP	1	0.00	0.00	0.00	0.00	-1	
4365923869	SMP	1	0.00	0.00	0.00	0.00	-1	
4365973595	SMP	1	0.00	0.00	0.00	0.00	-1	
4366023552	SMP	1	0.00	0.00	0.00	0.00	-1	
4366073929	SMP	1	0.00	0.00	0.00	0.00	-1	
