## [iView]
## Converted from:	F:\transfer\to convert\negtracker5_4\040613_06-eye_data.idf
## Date:	06.04.2013 19:11:40
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	67105                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	040613_06                                                                                                                                                                                                                                                       
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1040-05197-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
5757089889	SMP	1	622.21	511.31	622.21	511.31	-1	
5757098236	SMP	1	613.76	499.30	613.76	499.30	-1	
5757106472	SMP	1	625.24	501.91	625.24	501.91	-1	
5757114839	SMP	1	628.46	510.15	628.46	510.15	-1	
5757123205	SMP	1	620.17	517.70	620.17	517.70	-1	
5757131442	SMP	1	631.19	517.78	631.19	517.78	-1	
5757139824	SMP	1	634.46	518.39	634.46	518.39	-1	
5757148199	SMP	1	639.42	514.22	639.42	514.22	-1	
5757156578	SMP	1	639.89	523.62	639.89	523.62	-1	
5757164820	SMP	1	640.34	525.85	640.34	525.85	-1	
5757173192	SMP	1	642.04	522.67	642.04	522.67	-1	
5757181568	SMP	1	643.15	518.85	643.15	518.85	-1	
5757189941	SMP	1	644.32	520.66	644.32	520.66	-1	
5757198178	SMP	1	646.05	529.67	646.05	529.67	-1	
5757206580	SMP	1	646.26	525.31	646.26	525.31	-1	
5757214942	SMP	1	647.12	528.91	647.12	528.91	-1	
5757223311	SMP	1	647.20	526.94	647.20	526.94	-1	
5757231599	SMP	1	645.16	530.29	645.16	530.29	-1	
5757239961	SMP	1	644.28	529.09	644.28	529.09	-1	
5757248357	SMP	1	644.82	526.51	644.82	526.51	-1	
5757256567	SMP	1	642.95	527.12	642.95	527.12	-1	
5757264983	SMP	1	643.38	525.94	643.38	525.94	-1	
5757273359	SMP	1	639.26	529.51	639.26	529.51	-1	
5757281729	SMP	1	641.09	528.68	641.09	528.68	-1	
5757289980	SMP	1	637.67	525.41	637.67	525.41	-1	
5757298353	SMP	1	637.41	526.25	637.41	526.25	-1	
5757306750	SMP	1	635.05	532.63	635.05	532.63	-1	
5757315099	SMP	1	634.18	530.93	634.18	530.93	-1	
5757323352	SMP	1	637.04	530.04	637.04	530.04	-1	
5757331711	SMP	1	635.49	533.17	635.49	533.17	-1	
5757340103	SMP	1	636.58	532.27	636.58	532.27	-1	
5757348483	SMP	1	639.66	536.26	639.66	536.26	-1	
5757356735	SMP	1	639.48	541.35	639.48	541.35	-1	
5757365077	SMP	1	639.25	536.50	639.25	536.50	-1	
5757373453	SMP	1	640.29	532.88	640.29	532.88	-1	
5757381685	SMP	1	642.09	535.23	642.09	535.23	-1	
5757390058	SMP	1	640.63	537.02	640.63	537.02	-1	
5757398429	SMP	1	642.01	541.70	642.01	541.70	-1	
5757406813	SMP	1	645.88	535.94	645.88	535.94	-1	
5757415062	SMP	1	643.96	537.29	643.96	537.29	-1	
5757423440	SMP	1	645.40	533.04	645.40	533.04	-1	
5757431807	SMP	1	648.04	530.70	648.04	530.70	-1	
5757440179	SMP	1	646.33	538.12	646.33	538.12	-1	
5757448425	SMP	1	650.37	528.90	650.37	528.90	-1	
5757456814	SMP	1	647.45	531.51	647.45	531.51	-1	
5757465182	SMP	1	644.71	537.09	644.71	537.09	-1	
5757473562	SMP	1	646.81	533.26	646.81	533.26	-1	
5757481810	SMP	1	648.43	544.01	648.43	544.01	-1	
5757490186	SMP	1	648.36	536.00	648.36	536.00	-1	
5757498545	SMP	1	646.85	537.02	646.85	537.02	-1	
5757506928	SMP	1	645.77	537.37	645.77	537.37	-1	
5757515175	SMP	1	647.74	537.61	647.74	537.61	-1	
5757523544	SMP	1	651.74	541.13	651.74	541.13	-1	
5757531919	SMP	1	648.38	539.82	648.38	539.82	-1	
5757540175	SMP	1	645.73	541.33	645.73	541.33	-1	
5757548583	SMP	1	644.74	541.61	644.74	541.61	-1	
5757556936	SMP	1	645.22	544.40	645.22	544.40	-1	
5757565304	SMP	1	646.43	551.01	646.43	551.01	-1	
5757573559	SMP	1	646.55	547.25	646.55	547.25	-1	
5757581931	SMP	1	649.57	546.15	649.57	546.15	-1	
5757590427	SMP	1	648.80	550.45	648.80	550.45	-1	
5757598782	SMP	1	649.98	555.73	649.98	555.73	-1	
5757606993	SMP	1	647.30	553.84	647.30	553.84	-1	
5757615406	SMP	1	643.59	562.49	643.59	562.49	-1	
5757623711	SMP	1	539.52	571.02	539.52	571.02	-1	
5757632176	SMP	1	641.63	579.94	641.63	579.94	-1	
5757640359	SMP	1	818.78	584.90	818.78	584.90	-1	
5757648725	SMP	1	280.29	761.41	280.29	761.41	-1	
5757657136	SMP	1	0.00	0.00	0.00	0.00	-1	
5757665351	SMP	1	0.00	0.00	0.00	0.00	-1	
5757673734	SMP	1	0.00	0.00	0.00	0.00	-1	
5757682123	SMP	1	0.00	0.00	0.00	0.00	-1	
5757690480	SMP	1	0.00	0.00	0.00	0.00	-1	
5757698724	SMP	1	0.00	0.00	0.00	0.00	-1	
5757707106	SMP	1	0.00	0.00	0.00	0.00	-1	
5757715486	SMP	1	0.00	0.00	0.00	0.00	-1	
5757740492	SMP	1	0.00	0.00	0.00	0.00	-1	
5757748849	SMP	1	0.00	0.00	0.00	0.00	-1	
5757757206	SMP	1	0.00	0.00	0.00	0.00	-1	
5757765442	SMP	1	0.00	0.00	0.00	0.00	-1	
5757773824	SMP	1	0.00	0.00	0.00	0.00	-1	
5757782188	SMP	1	0.00	0.00	0.00	0.00	-1	
5757790442	SMP	1	0.00	0.00	0.00	0.00	-1	
5757798814	SMP	1	0.00	0.00	0.00	0.00	-1	
5757807214	SMP	1	0.00	0.00	0.00	0.00	-1	
5757815599	SMP	1	0.00	0.00	0.00	0.00	-1	
5757823848	SMP	1	0.00	0.00	0.00	0.00	-1	
5757832225	SMP	1	0.00	0.00	0.00	0.00	-1	
5757840568	SMP	1	0.00	0.00	0.00	0.00	-1	
5757848974	SMP	1	0.00	0.00	0.00	0.00	-1	
5757857234	SMP	1	0.00	0.00	0.00	0.00	-1	
5757865600	SMP	1	0.00	0.00	0.00	0.00	-1	
5757873974	SMP	1	0.00	0.00	0.00	0.00	-1	
5757890597	SMP	1	0.00	0.00	0.00	0.00	-1	
5757898977	SMP	1	0.00	0.00	0.00	0.00	-1	
5757907350	SMP	1	0.00	0.00	0.00	0.00	-1	
5757932330	SMP	1	0.00	0.00	0.00	0.00	-1	
5757940721	SMP	1	0.00	0.00	0.00	0.00	-1	
5757948923	SMP	1	0.00	0.00	0.00	0.00	-1	
5757957314	SMP	1	0.00	0.00	0.00	0.00	-1	
5757965757	SMP	1	0.00	0.00	0.00	0.00	-1	
5757974125	SMP	1	0.00	0.00	0.00	0.00	-1	
5757982399	SMP	1	0.00	0.00	0.00	0.00	-1	
5757990760	SMP	1	0.00	0.00	0.00	0.00	-1	
5757999153	SMP	1	0.00	0.00	0.00	0.00	-1	
5758007523	SMP	1	0.00	0.00	0.00	0.00	-1	
5758015806	SMP	1	0.00	0.00	0.00	0.00	-1	
5758024133	SMP	1	0.00	0.00	0.00	0.00	-1	
5758032454	SMP	1	0.00	0.00	0.00	0.00	-1	
5758040842	SMP	1	0.00	0.00	0.00	0.00	-1	
5758649627	MSG	1	# Message: elmo_duck1.avi
5758665677	SMP	1	0.00	0.00	0.00	0.00	-1	
5758716230	SMP	1	0.00	0.00	0.00	0.00	-1	
5758765613	SMP	1	0.00	0.00	0.00	0.00	-1	
5758815594	SMP	1	0.00	0.00	0.00	0.00	-1	
5758865604	SMP	1	0.00	0.00	0.00	0.00	-1	
5758916083	SMP	1	0.00	0.00	0.00	0.00	-1	
5758965724	SMP	1	0.00	0.00	0.00	0.00	-1	
5759015935	SMP	1	0.00	0.00	0.00	0.00	-1	
5759065822	SMP	1	0.00	0.00	0.00	0.00	-1	
5759115689	SMP	1	0.00	0.00	0.00	0.00	-1	
5759165741	SMP	1	0.00	0.00	0.00	0.00	-1	
5759216226	SMP	1	0.00	0.00	0.00	0.00	-1	
5759265794	SMP	1	0.00	0.00	0.00	0.00	-1	
5759316557	SMP	1	0.00	0.00	0.00	0.00	-1	
5759365880	SMP	1	0.00	0.00	0.00	0.00	-1	
5759416405	SMP	1	0.00	0.00	0.00	0.00	-1	
5759465998	SMP	1	0.00	0.00	0.00	0.00	-1	
5759516539	SMP	1	0.00	0.00	0.00	0.00	-1	
5759566019	SMP	1	0.00	0.00	0.00	0.00	-1	
5759615970	SMP	1	0.00	0.00	0.00	0.00	-1	
5759665987	SMP	1	0.00	0.00	0.00	0.00	-1	
5759716640	SMP	1	0.00	0.00	0.00	0.00	-1	
5759766095	SMP	1	0.00	0.00	0.00	0.00	-1	
5759816994	SMP	1	0.00	0.00	0.00	0.00	-1	
5759866223	SMP	1	0.00	0.00	0.00	0.00	-1	
5759916290	SMP	1	0.00	0.00	0.00	0.00	-1	
5759966244	SMP	1	0.00	0.00	0.00	0.00	-1	
5760016229	SMP	1	0.00	0.00	0.00	0.00	-1	
5760066244	SMP	1	0.00	0.00	0.00	0.00	-1	
5760116165	SMP	1	0.00	0.00	0.00	0.00	-1	
5760166198	SMP	1	0.00	0.00	0.00	0.00	-1	
5760216764	SMP	1	0.00	0.00	0.00	0.00	-1	
5760266492	SMP	1	0.00	0.00	0.00	0.00	-1	
5760316309	SMP	1	0.00	0.00	0.00	0.00	-1	
