## [iView]
## Converted from:	F:\transfer\JUNE12 RAW DATA\5_2\061213_06-eye_data.idf
## Date:	12.06.2013 21:20:42
## Version:	IDF Converter 3.0.14
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	39987                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	061213_06                                                                                                                                                                                                                                                       
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, QUALITY, MSG
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	Latency	L Validity	R Validity	Pupil Confidence	Aux1
13561129752	SMP	1	0.00	0.00	0.00	0.00	0	12930	0	0	0	
13561179799	SMP	1	0.00	0.00	0.00	0.00	0	13109	0	0	0	
13561229804	SMP	1	0.00	0.00	0.00	0.00	0	13253	0	0	0	
13561279890	SMP	1	0.00	0.00	0.00	0.00	0	12835	0	0	0	
13561329858	SMP	1	0.00	0.00	0.00	0.00	0	12768	0	0	0	
13561379931	SMP	1	0.00	0.00	0.00	0.00	0	12755	0	0	0	
13561429848	SMP	1	0.00	0.00	0.00	0.00	0	14493	0	0	0	
13561479921	SMP	1	0.00	0.00	0.00	0.00	0	17935	0	0	0	
13561529987	SMP	1	0.00	0.00	0.00	0.00	0	13927	0	0	0	
13561580049	SMP	1	0.00	0.00	0.00	0.00	0	13526	0	0	0	
13561630144	SMP	1	0.00	0.00	0.00	0.00	0	13797	0	0	0	
13561680020	SMP	1	0.00	0.00	0.00	0.00	0	12757	0	0	0	
13561729996	SMP	1	0.00	0.00	0.00	0.00	0	12942	0	0	0	
13561780158	SMP	1	0.00	0.00	0.00	0.00	0	12851	0	0	0	
13561830158	SMP	1	0.00	0.00	0.00	0.00	0	13245	0	0	0	
13561880153	SMP	1	0.00	0.00	0.00	0.00	0	12746	0	0	0	
13561930199	SMP	1	0.00	0.00	0.00	0.00	0	13753	0	0	0	
13561980293	SMP	1	0.00	0.00	0.00	0.00	0	14596	0	0	0	
13562030117	SMP	1	0.00	0.00	0.00	0.00	0	13181	0	0	0	
13562080255	SMP	1	0.00	0.00	0.00	0.00	0	12966	0	0	0	
13562130223	SMP	1	0.00	0.00	0.00	0.00	0	17755	0	0	0	
13562502640	MSG	1	# Message: elmo_duck1.avi
13562531584	SMP	1	0.00	0.00	0.00	0.00	0	13796	0	0	0	
