## [iView]
## Converted from:	F:\transfer\MAY23 ADULT RAW DATA\5_2\052313_10-eye_data.idf
## Date:	23.05.2013 21:55:53
## Version:	IDF Converter 3.0.14
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	56406                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	052313_10                                                                                                                                                                                                                                                       
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1040-05197-SMU
## Operating System :	5.1
## iView X Version:	2.8.26
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, QUALITY, MSG
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	Latency	L Validity	R Validity	Pupil Confidence	Aux1
103582343624	SMP	1	411.25	109.10	411.25	109.10	0	1687	0	0	1	
103582351850	SMP	1	409.93	110.59	409.93	110.59	0	1498	0	0	1	
103582810079	MSG	1	# Message: elmo_duck1.avi
103582810736	SMP	1	456.90	125.50	456.90	125.50	0	2264	0	0	1	
103582819112	SMP	1	455.74	127.37	455.74	127.37	0	1854	0	0	1	
103582827354	SMP	1	453.90	133.66	453.90	133.66	0	2548	0	0	1	
103582835716	SMP	1	446.62	145.55	446.62	145.55	0	2058	0	0	1	
103582844103	SMP	1	450.69	141.44	450.69	141.44	0	1595	0	0	1	
103582852483	SMP	1	452.40	141.73	452.40	141.73	0	1838	0	0	1	
103582860712	SMP	1	464.49	142.98	464.49	142.98	0	1930	0	0	1	
103582869136	SMP	1	475.56	146.30	475.56	146.30	0	1867	0	0	1	
103582877466	SMP	1	480.26	149.62	480.26	149.62	0	1800	0	0	1	
103582885717	SMP	1	486.53	148.00	486.53	148.00	0	1961	0	0	1	
103582894125	SMP	1	484.34	154.46	484.34	154.46	0	1895	0	0	1	
103582902453	SMP	1	487.07	155.29	487.07	155.29	0	1900	0	0	1	
103582910858	SMP	1	491.91	162.65	491.91	162.65	0	1926	0	0	1	
103582919072	SMP	1	491.32	157.46	491.32	157.46	0	1630	0	0	1	
103582927449	SMP	1	491.31	160.16	491.31	160.16	0	1499	0	0	1	
103582935816	SMP	1	489.88	157.60	489.88	157.60	0	3176	0	0	1	
103582944280	SMP	1	493.81	156.62	493.81	156.62	0	2075	0	0	1	
103582952497	SMP	1	495.42	156.06	495.42	156.06	0	1863	0	0	1	
103582960857	SMP	1	494.30	151.06	494.30	151.06	0	1961	0	0	1	
103582969233	SMP	1	486.37	154.18	486.37	154.18	0	1916	0	0	1	
103582977603	SMP	1	468.22	156.68	468.22	156.68	0	1832	0	0	1	
103582985825	SMP	1	469.37	162.99	469.37	162.99	0	1581	0	0	1	
103582994219	SMP	1	459.23	172.71	459.23	172.71	0	1923	0	0	1	
103583002578	SMP	1	467.97	174.96	467.97	174.96	0	1883	0	0	1	
103583010877	SMP	1	467.68	166.62	467.68	166.62	0	2222	0	0	1	
103583019244	SMP	1	478.80	164.93	478.80	164.93	0	1847	0	0	1	
103583027603	SMP	1	490.19	164.11	490.19	164.11	0	1444	0	0	1	
103583035931	SMP	1	484.96	167.01	484.96	167.01	0	3166	0	0	1	
103583044266	SMP	1	481.75	163.56	481.75	163.56	0	1862	0	0	1	
103583052595	SMP	1	485.45	158.83	485.45	158.83	0	1470	0	0	1	
103583060959	SMP	1	499.15	164.07	499.15	164.07	0	1591	0	0	1	
103583069388	SMP	1	492.75	166.14	492.75	166.14	0	2742	0	0	1	
103583077641	SMP	1	499.94	167.25	499.94	167.25	0	2035	0	0	1	
103583086005	SMP	1	501.10	169.71	501.10	169.71	0	2175	0	0	1	
103583094378	SMP	1	500.98	172.85	500.98	172.85	0	1770	0	0	1	
103583102708	SMP	1	501.32	179.40	501.32	179.40	0	2299	0	0	1	
103583111020	SMP	1	501.45	188.85	501.45	188.85	0	2029	0	0	1	
103583119309	SMP	1	501.12	187.16	501.12	187.16	0	1542	0	0	1	
103583127709	SMP	1	501.33	191.25	501.33	191.25	0	1849	0	0	1	
103583136057	SMP	1	502.65	191.72	502.65	191.72	0	3608	0	0	1	
103583144370	SMP	1	504.22	181.81	504.22	181.81	0	2110	0	0	1	
103583152735	SMP	1	499.60	182.64	499.60	182.64	0	1871	0	0	1	
103583161093	SMP	1	500.34	187.44	500.34	187.44	0	1858	0	0	1	
103583169338	SMP	1	499.17	190.68	499.17	190.68	0	2866	0	0	1	
103583177768	SMP	1	495.45	190.73	495.45	190.73	0	1908	0	0	1	
103583186083	SMP	1	497.87	190.57	497.87	190.57	0	1936	0	0	1	
103583194425	SMP	1	495.66	184.97	495.66	184.97	0	1856	0	0	1	
103583202670	SMP	1	496.83	180.59	496.83	180.59	0	2864	0	0	1	
103583211111	SMP	1	494.67	176.37	494.67	176.37	0	2137	0	0	1	
103583219454	SMP	1	496.70	173.66	496.70	173.66	0	1738	0	0	1	
103583227863	SMP	1	493.74	172.62	493.74	172.62	0	1767	0	0	1	
103583236063	SMP	1	493.16	174.87	493.16	174.87	0	3313	0	0	1	
103583244515	SMP	1	495.50	175.52	495.50	175.52	0	1904	0	0	1	
103583252839	SMP	1	497.59	173.95	497.59	173.95	0	1846	0	0	1	
103583261209	SMP	1	494.04	172.52	494.04	172.52	0	2039	0	0	1	
103583269473	SMP	1	495.38	170.66	495.38	170.66	0	2795	0	0	1	
103583277885	SMP	1	498.65	172.82	498.65	172.82	0	1716	0	0	1	
103583286171	SMP	1	496.13	174.39	496.13	174.39	0	1933	0	0	1	
103583294497	SMP	1	495.32	176.03	495.32	176.03	0	1972	0	0	1	
103583302820	SMP	1	499.19	174.60	499.19	174.60	0	2792	0	0	1	
103583311255	SMP	1	495.37	173.87	495.37	173.87	0	1782	0	0	1	
103583319532	SMP	1	502.64	174.37	502.64	174.37	0	1703	0	0	1	
103583327822	SMP	1	503.39	171.60	503.39	171.60	0	1837	0	0	1	
103583336174	SMP	1	510.48	175.60	510.48	175.60	0	3277	0	0	1	
103583344705	SMP	1	512.64	186.16	512.64	186.16	0	1749	0	0	1	
103583353001	SMP	1	511.77	197.48	511.77	197.48	0	1731	0	0	1	
103583361202	SMP	1	513.99	178.31	513.99	178.31	0	2013	0	0	1	
103583369591	SMP	1	468.56	201.50	468.56	201.50	0	2869	0	0	1	
103583377984	SMP	1	467.69	232.71	467.69	232.71	0	2117	0	0	1	
103583386340	SMP	1	465.99	242.47	465.99	242.47	0	2416	0	0	1	
103583394613	SMP	1	458.73	236.28	458.73	236.28	0	2191	0	0	1	
103583402964	SMP	1	438.22	235.56	438.22	235.56	0	3129	0	0	1	
103583411342	SMP	1	444.87	246.28	444.87	246.28	0	1885	0	0	1	
103583419558	SMP	1	442.30	248.38	442.30	248.38	0	2000	0	0	1	
103583427960	SMP	1	441.90	251.43	441.90	251.43	0	1760	0	0	1	
103583436319	SMP	1	440.26	251.79	440.26	251.79	0	2767	0	0	1	
103583444764	SMP	1	441.64	253.25	441.64	253.25	0	2069	0	0	1	
103583452945	SMP	1	439.18	251.39	439.18	251.39	0	1817	0	0	1	
103583461381	SMP	1	437.95	254.31	437.95	254.31	0	2192	0	0	1	
103583469811	SMP	1	439.46	251.92	439.46	251.92	0	2988	0	0	1	
103583478124	SMP	1	439.31	253.47	439.31	253.47	0	2065	0	0	1	
103583486326	SMP	1	440.36	254.49	440.36	254.49	0	2017	0	0	1	
103583494734	SMP	1	444.34	258.94	444.34	258.94	0	1967	0	0	1	
103583503059	SMP	1	447.06	258.77	447.06	258.77	0	2885	0	0	1	
103583511501	SMP	1	448.48	257.45	448.48	257.45	0	2015	0	0	1	
103583519672	SMP	1	446.85	253.99	446.85	253.99	0	2051	0	0	1	
103583528122	SMP	1	448.99	252.21	448.99	252.21	0	1875	0	0	1	
103583536415	SMP	1	449.39	247.75	449.39	247.75	0	2180	0	0	1	
103583544899	SMP	1	454.46	246.33	454.46	246.33	0	2075	0	0	1	
103583553094	SMP	1	454.40	237.23	454.40	237.23	0	1895	0	0	1	
103583561456	SMP	1	459.14	239.59	459.14	239.59	0	2016	0	0	1	
103583569814	SMP	1	456.22	235.79	456.22	235.79	0	3447	0	0	1	
103583578138	SMP	1	456.96	229.42	456.96	229.42	0	1905	0	0	1	
103583586512	SMP	1	455.59	232.47	455.59	232.47	0	2283	0	0	1	
103583594864	SMP	1	456.65	227.10	456.65	227.10	0	1616	0	0	1	
103583603206	SMP	1	455.83	223.28	455.83	223.28	0	2925	0	0	1	
103583611484	SMP	1	457.32	221.24	457.32	221.24	0	2039	0	0	1	
103583619841	SMP	1	456.57	221.50	456.57	221.50	0	1513	0	0	1	
103583628193	SMP	1	459.24	221.57	459.24	221.57	0	1909	0	0	1	
103583636575	SMP	1	458.69	223.30	458.69	223.30	0	3003	0	0	1	
103583644857	SMP	1	459.19	225.52	459.19	225.52	0	2152	0	0	1	
103583653240	SMP	1	457.22	237.72	457.22	237.72	0	1904	0	0	1	
103583661545	SMP	1	459.59	278.68	459.59	278.68	0	1688	0	0	1	
103583669943	SMP	1	463.79	359.25	463.79	359.25	0	3537	0	0	1	
103583678220	SMP	1	473.43	374.63	473.43	374.63	0	1833	0	0	1	
103583686593	SMP	1	467.85	373.98	467.85	373.98	0	1615	0	0	1	
103583694956	SMP	1	456.08	370.81	456.08	370.81	0	1501	0	0	1	
103583703172	SMP	1	444.33	367.06	444.33	367.06	0	1886	0	0	1	
103583711631	SMP	1	434.18	368.76	434.18	368.76	0	2179	0	0	1	
103583719987	SMP	1	451.65	365.29	451.65	365.29	0	3318	0	0	1	
103583736604	SMP	1	454.53	371.19	454.53	371.19	0	3183	0	0	1	
103583744975	SMP	1	453.51	370.08	453.51	370.08	0	1658	0	0	1	
103583753296	SMP	1	441.29	375.52	441.29	375.52	0	6811	0	0	1	
103583778386	SMP	1	457.90	388.61	457.90	388.61	0	3297	0	0	1	
103583786722	SMP	1	445.94	410.75	445.94	410.75	0	2071	0	0	1	
103583795037	SMP	1	448.00	429.64	448.00	429.64	0	3406	0	0	1	
103583811732	SMP	1	441.51	397.49	441.51	397.49	0	2060	0	0	1	
103583820091	SMP	1	441.58	409.03	441.58	409.03	0	1521	0	0	1	
103583828309	SMP	1	440.73	413.21	440.73	413.21	0	7027	0	0	1	
103583853468	SMP	1	439.81	412.04	439.81	412.04	0	2328	0	0	1	
103583861750	SMP	1	437.79	416.91	437.79	416.91	0	2084	0	0	1	
103583870090	SMP	1	436.23	414.73	436.23	414.73	0	3551	0	0	1	
103583878495	SMP	1	439.14	413.41	439.14	413.41	0	2237	0	0	1	
103583886851	SMP	1	439.25	412.50	439.25	412.50	0	2036	0	0	1	
103583895071	SMP	1	436.80	409.24	436.80	409.24	0	1880	0	0	1	
103583903420	SMP	1	434.64	399.70	434.64	399.70	0	3451	0	0	1	
103583911842	SMP	1	432.31	386.43	432.31	386.43	0	2258	0	0	1	
103583920229	SMP	1	430.27	376.84	430.27	376.84	0	2003	0	0	1	
103583928461	SMP	1	431.31	368.69	431.31	368.69	0	1650	0	0	1	
103583936800	SMP	1	430.47	361.78	430.47	361.78	0	3588	0	0	1	
103583945295	SMP	1	435.44	355.56	435.44	355.56	0	2055	0	0	1	
103583953439	SMP	1	432.71	354.38	432.71	354.38	0	2013	0	0	1	
103583961840	SMP	1	430.66	347.96	430.66	347.96	0	1993	0	0	1	
103583970172	SMP	1	436.80	347.59	436.80	347.59	0	4398	0	0	1	
103583978583	SMP	1	429.94	346.01	429.94	346.01	0	2346	0	0	1	
103583986851	SMP	1	434.82	345.39	434.82	345.39	0	1617	0	0	1	
103583995189	SMP	1	436.21	345.01	436.21	345.01	0	1902	0	0	1	
103584003548	SMP	1	439.81	344.20	439.81	344.20	0	3548	0	0	1	
103584012005	SMP	1	435.84	345.80	435.84	345.80	0	1954	0	0	1	
103584020197	SMP	1	436.59	346.87	436.59	346.87	0	1837	0	0	1	
103584028567	SMP	1	435.16	347.36	435.16	347.36	0	1860	0	0	1	
103584036928	SMP	1	430.08	353.80	430.08	353.80	0	2095	0	0	1	
103584045383	SMP	1	427.50	355.31	427.50	355.31	0	2047	0	0	1	
103584053569	SMP	1	427.64	357.32	427.64	357.32	0	1913	0	0	1	
103584061950	SMP	1	423.76	360.71	423.76	360.71	0	1792	0	0	1	
103584070743	SMP	1	424.00	363.77	424.00	363.77	0	2982	0	0	1	
103584078741	SMP	1	420.60	366.55	420.60	366.55	0	2152	0	0	1	
103584086975	SMP	1	420.46	366.37	420.46	366.37	0	1831	0	0	1	
103584095316	SMP	1	421.47	369.96	421.47	369.96	0	1801	0	0	1	
103584103760	SMP	1	428.33	373.28	428.33	373.28	0	2825	0	0	1	
103584111999	SMP	1	434.66	375.08	434.66	375.08	0	2038	0	0	1	
103584120257	SMP	1	433.85	377.77	433.85	377.77	0	1688	0	0	1	
103584128687	SMP	1	437.24	379.15	437.24	379.15	0	2006	0	0	1	
103584137063	SMP	1	434.80	381.91	434.80	381.91	0	3478	0	0	1	
103584145369	SMP	1	437.81	384.33	437.81	384.33	0	1653	0	0	1	
103584153691	SMP	1	437.27	384.19	437.27	384.19	0	1987	0	0	1	
103584162070	SMP	1	433.98	385.20	433.98	385.20	0	2207	0	0	1	
103584170439	SMP	1	435.73	386.34	435.73	386.34	0	3539	0	0	1	
103584178740	SMP	1	440.76	386.73	440.76	386.73	0	1863	0	0	1	
103584187096	SMP	1	440.87	383.47	440.87	383.47	0	1990	0	0	1	
103584195402	SMP	1	438.09	382.89	438.09	382.89	0	1858	0	0	1	
103584203788	SMP	1	435.05	377.31	435.05	377.31	0	3490	0	0	1	
103584212100	SMP	1	431.63	377.91	431.63	377.91	0	1888	0	0	1	
103584220446	SMP	1	432.30	373.85	432.30	373.85	0	1737	0	0	1	
103584228853	SMP	1	435.55	374.17	435.55	374.17	0	2255	0	0	1	
103584238116	SMP	1	431.85	375.39	431.85	375.39	0	2412	0	0	1	
103584245499	SMP	1	431.63	376.12	431.63	376.12	0	1948	0	0	1	
103584253841	SMP	1	432.83	374.10	432.83	374.10	0	1848	0	0	1	
