## [iView]
## Converted from:	F:\transfer\JUNE ADULT RAW DATA\5_1\061813_01-eye_data.idf
## Date:	18.06.2013 22:26:07
## Version:	IDF Converter 3.0.14
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	65419                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	061813_01                                                                                                                                                                                                                                                       
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1040-05197-SMU
## Operating System :	5.1
## iView X Version:	2.8.26
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
81754426367	SMP	1	1231.24	301.12	1231.24	301.12	-1	
81754434976	SMP	1	1148.63	279.05	1148.63	279.05	-1	
81754443043	SMP	1	1119.88	201.61	1119.88	201.61	-1	
81754451391	SMP	1	1027.42	162.89	1027.42	162.89	-1	
81754476401	SMP	1	1011.20	124.16	1011.20	124.16	-1	
81754484724	SMP	1	1005.33	120.29	1005.33	120.29	-1	
81754493066	SMP	1	1001.41	113.52	1001.41	113.52	-1	
81754501330	SMP	1	999.24	110.64	999.24	110.64	-1	
81754509706	SMP	1	996.37	110.82	996.37	110.82	-1	
81754518082	SMP	1	991.71	110.01	991.71	110.01	-1	
81754526463	SMP	1	991.14	109.06	991.14	109.06	-1	
81754534720	SMP	1	988.24	107.91	988.24	107.91	-1	
81754543078	SMP	1	986.45	108.45	986.45	108.45	-1	
81754551450	SMP	1	986.30	107.80	986.30	107.80	-1	
81754559848	SMP	1	983.33	106.89	983.33	106.89	-1	
81754568104	SMP	1	982.07	106.36	982.07	106.36	-1	
81754576465	SMP	1	980.71	105.09	980.71	105.09	-1	
81754584868	SMP	1	979.92	104.47	979.92	104.47	-1	
