## [iView]
## Converted from:	F:\transfer\JUNE13 RAW DATA\5_4\061313_10-eye_data.idf
## Date:	13.06.2013 22:11:29
## Version:	IDF Converter 3.0.14
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	20833                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	061313_10                                                                                                                                                                                                                                                       
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1140-06110-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, QUALITY, MSG
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	Latency	L Validity	R Validity	Pupil Confidence	Aux1
17885393936	SMP	1	0.00	0.00	0.00	0.00	0	12625	0	0	0	
17885443967	SMP	1	0.00	0.00	0.00	0.00	0	14799	0	0	0	
17885494136	SMP	1	0.00	0.00	0.00	0.00	0	14947	0	0	0	
17885544273	SMP	1	0.00	0.00	0.00	0.00	0	12742	0	0	0	
17885594129	SMP	1	0.00	0.00	0.00	0.00	0	12803	0	0	0	
17885644146	SMP	1	0.00	0.00	0.00	0.00	0	12572	0	0	0	
17885694194	SMP	1	0.00	0.00	0.00	0.00	0	72876	0	0	0	
17885767085	SMP	1	390.27	950.26	390.27	950.26	0	1990	0	0	1	
17885775211	SMP	1	397.05	773.85	397.05	773.85	0	1644	0	0	1	
17885783563	SMP	1	334.07	776.92	334.07	776.92	0	1825	0	0	0	
17885791814	SMP	1	326.72	793.47	326.72	793.47	0	1944	0	0	0	
17885800187	SMP	1	318.10	795.42	318.10	795.42	0	1923	0	0	0	
17885808557	SMP	1	296.34	788.24	296.34	788.24	0	1813	0	0	0	
17885816801	SMP	1	304.79	796.67	304.79	796.67	0	1870	0	0	0	
17885825183	SMP	1	308.35	791.82	308.35	791.82	0	6781	0	0	1	
17885850198	SMP	1	0.00	0.00	0.00	0.00	0	2516	0	0	0	
17885858573	SMP	1	0.00	0.00	0.00	0.00	0	3368	0	0	0	
17885866983	SMP	1	0.00	0.00	0.00	0.00	0	2263	0	0	0	
17885875396	SMP	1	0.00	0.00	0.00	0.00	0	3060	0	0	0	
17885883620	SMP	1	0.00	0.00	0.00	0.00	0	3269	0	0	0	
17885891995	SMP	1	0.00	0.00	0.00	0.00	0	2354	0	0	0	
17885900398	SMP	1	0.00	0.00	0.00	0.00	0	3457	0	0	0	
17885908774	SMP	1	0.00	0.00	0.00	0.00	0	2105	0	0	0	
17885916974	SMP	1	0.00	0.00	0.00	0.00	0	2030	0	0	0	
17885925319	SMP	1	0.00	0.00	0.00	0.00	0	1932	0	0	0	
17885933739	SMP	1	0.00	0.00	0.00	0.00	0	1801	0	0	0	
17885942042	SMP	1	0.00	0.00	0.00	0.00	0	1698	0	0	0	
17885950359	SMP	1	0.00	0.00	0.00	0.00	0	2234	0	0	0	
17885958733	SMP	1	0.00	0.00	0.00	0.00	0	2232	0	0	0	
17885967103	SMP	1	0.00	0.00	0.00	0.00	0	2321	0	0	0	
17885975362	SMP	1	0.00	0.00	0.00	0.00	0	2314	0	0	0	
17885983736	SMP	1	0.00	0.00	0.00	0.00	0	1695	0	0	0	
17885992062	SMP	1	0.00	0.00	0.00	0.00	0	1657	0	0	0	
17886000479	SMP	1	0.00	0.00	0.00	0.00	0	1787	0	0	0	
17886008676	SMP	1	0.00	0.00	0.00	0.00	0	1773	0	0	0	
17886017072	SMP	1	0.00	0.00	0.00	0.00	0	2761	0	0	0	
17886025446	SMP	1	0.00	0.00	0.00	0.00	0	2361	0	0	0	
17886033828	SMP	1	0.00	0.00	0.00	0.00	0	2545	0	0	0	
17886042075	SMP	1	0.00	0.00	0.00	0.00	0	2751	0	0	0	
17886050467	SMP	1	0.00	0.00	0.00	0.00	0	2276	0	0	0	
17886058829	SMP	1	0.00	0.00	0.00	0.00	0	2254	0	0	0	
17886067109	SMP	1	0.00	0.00	0.00	0.00	0	1653	0	0	0	
17886075479	SMP	1	0.00	0.00	0.00	0.00	0	1776	0	0	0	
17886083838	SMP	1	0.00	0.00	0.00	0.00	0	1644	0	0	0	
17886092230	SMP	1	0.00	0.00	0.00	0.00	0	1641	0	0	0	
17886100474	SMP	1	0.00	0.00	0.00	0.00	0	1768	0	0	0	
17886108855	SMP	1	0.00	0.00	0.00	0.00	0	1654	0	0	0	
17886117225	SMP	1	0.00	0.00	0.00	0.00	0	1645	0	0	0	
17886125603	SMP	1	0.00	0.00	0.00	0.00	0	1782	0	0	0	
17886133850	SMP	1	0.00	0.00	0.00	0.00	0	1653	0	0	0	
17886142226	SMP	1	0.00	0.00	0.00	0.00	0	1665	0	0	0	
17886150605	SMP	1	0.00	0.00	0.00	0.00	0	1792	0	0	0	
17886158981	SMP	1	0.00	0.00	0.00	0.00	0	1684	0	0	0	
17886167225	SMP	1	0.00	0.00	0.00	0.00	0	1671	0	0	0	
17886175610	SMP	1	0.00	0.00	0.00	0.00	0	1807	0	0	0	
17886183973	SMP	1	0.00	0.00	0.00	0.00	0	1677	0	0	0	
17886192334	SMP	1	0.00	0.00	0.00	0.00	0	1655	0	0	0	
17886200657	SMP	1	0.00	0.00	0.00	0.00	0	2897	0	0	0	
17886208991	SMP	1	0.00	0.00	0.00	0.00	0	3290	0	0	0	
17886217401	SMP	1	0.00	0.00	0.00	0.00	0	3119	0	0	0	
17886225640	SMP	1	0.00	0.00	0.00	0.00	0	166357	0	0	0	
17886392014	SMP	1	0.00	0.00	0.00	0.00	0	13185	0	0	0	
17886813312	MSG	1	# Message: elmo_duck1.avi
