## [iView]
## Converted from:	F:\transfer\to convert\negtracker5_2\110112_07-eye_data.idf
## Date:	01.11.2012 20:58:47
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	34937                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	110112_07                                                                                                                                                                                                                                                       
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1040-05197-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
12080670544	SMP	1	362.22	542.21	362.22	542.21	-1	
12080678849	SMP	1	365.12	553.51	365.12	553.51	-1	
12080687230	SMP	1	368.05	571.23	368.05	571.23	-1	
12080695615	SMP	1	368.52	573.60	368.52	573.60	-1	
12080703818	SMP	1	366.64	586.65	366.64	586.65	-1	
12080712192	SMP	1	368.44	594.92	368.44	594.92	-1	
12080720547	SMP	1	369.61	594.94	369.61	594.94	-1	
12080728955	SMP	1	375.39	594.50	375.39	594.50	-1	
12080737182	SMP	1	373.82	601.49	373.82	601.49	-1	
12080745555	SMP	1	378.10	609.07	378.10	609.07	-1	
12080753936	SMP	1	381.34	613.60	381.34	613.60	-1	
12080762208	SMP	1	385.57	611.91	385.57	611.91	-1	
12080770553	SMP	1	387.34	618.70	387.34	618.70	-1	
12080778921	SMP	1	391.40	619.87	391.40	619.87	-1	
12080787306	SMP	1	394.82	621.92	394.82	621.92	-1	
12080795573	SMP	1	399.33	627.58	399.33	627.58	-1	
12080803966	SMP	1	403.64	629.15	403.64	629.15	-1	
12080812369	SMP	1	406.42	634.10	406.42	634.10	-1	
12080820741	SMP	1	407.14	636.54	407.14	636.54	-1	
12080828976	SMP	1	409.67	638.44	409.67	638.44	-1	
12080837358	SMP	1	414.12	643.22	414.12	643.22	-1	
12080845719	SMP	1	416.90	647.22	416.90	647.22	-1	
12080854092	SMP	1	420.18	654.77	420.18	654.77	-1	
12080862318	SMP	1	422.08	654.56	422.08	654.56	-1	
12080870717	SMP	1	425.10	660.70	425.10	660.70	-1	
12080879096	SMP	1	427.03	663.11	427.03	663.11	-1	
12080887337	SMP	1	430.22	666.87	430.22	666.87	-1	
12080904101	SMP	1	432.20	668.85	432.20	668.85	-1	
12080912471	SMP	1	434.18	673.63	434.18	673.63	-1	
12080920721	SMP	1	437.67	676.75	437.67	676.75	-1	
12080929094	SMP	1	439.39	678.11	439.39	678.11	-1	
12080937451	SMP	1	441.62	680.69	441.62	680.69	-1	
12080945803	SMP	1	442.72	682.55	442.72	682.55	-1	
12080954058	SMP	1	443.15	686.08	443.15	686.08	-1	
12080962419	SMP	1	444.49	687.17	444.49	687.17	-1	
12080970795	SMP	1	445.31	688.89	445.31	688.89	-1	
12080979173	SMP	1	446.25	689.99	446.25	689.99	-1	
12080987422	SMP	1	448.09	691.51	448.09	691.51	-1	
12080995799	SMP	1	449.36	693.45	449.36	693.45	-1	
12081004175	SMP	1	451.74	695.18	451.74	695.18	-1	
12081012421	SMP	1	451.77	695.92	451.77	695.92	-1	
12081020800	SMP	1	454.32	697.47	454.32	697.47	-1	
12081029172	SMP	1	454.26	698.13	454.26	698.13	-1	
12081037548	SMP	1	455.74	698.73	455.74	698.73	-1	
12081045795	SMP	1	456.79	698.06	456.79	698.06	-1	
12081054182	SMP	1	457.81	700.85	457.81	700.85	-1	
12081062542	SMP	1	459.73	700.95	459.73	700.95	-1	
12081070918	SMP	1	461.09	702.92	461.09	702.92	-1	
12081079161	SMP	1	462.64	703.90	462.64	703.90	-1	
12081087546	SMP	1	463.40	704.27	463.40	704.27	-1	
12081095912	SMP	1	462.72	704.45	462.72	704.45	-1	
12081104295	SMP	1	464.02	704.45	464.02	704.45	-1	
12081112541	SMP	1	459.24	703.93	459.24	703.93	-1	
12081120921	SMP	1	312.02	704.52	312.02	704.52	-1	
12081129297	SMP	1	164.18	671.66	164.18	671.66	-1	
12081137672	SMP	1	29.55	689.73	29.55	689.73	-1	
12081145912	SMP	1	-128.04	684.94	-128.04	684.94	-1	
12081154411	SMP	1	11.19	0.00	11.19	0.00	-1	
12081162758	SMP	1	6.85	0.00	6.85	0.00	-1	
12081170977	SMP	1	4.90	0.00	4.90	0.00	-1	
12081179350	SMP	1	3.78	0.00	3.78	0.00	-1	
12081187777	SMP	1	3.05	0.00	3.05	0.00	-1	
12081196132	SMP	1	2.53	0.00	2.53	0.00	-1	
12081204345	SMP	1	2.15	0.00	2.15	0.00	-1	
12081212691	SMP	1	1.85	0.00	1.85	0.00	-1	
12081221099	SMP	1	1.61	0.00	1.61	0.00	-1	
12081229427	SMP	1	0.00	0.00	0.00	0.00	-1	
12081246097	SMP	1	0.00	0.00	0.00	0.00	-1	
12081254460	SMP	1	0.00	0.00	0.00	0.00	-1	
12081262844	SMP	1	0.00	0.00	0.00	0.00	-1	
12081271084	SMP	1	0.00	0.00	0.00	0.00	-1	
12081279464	SMP	1	0.00	0.00	0.00	0.00	-1	
12081287836	SMP	1	899.89	1147.27	899.89	1147.27	-1	
12081296087	SMP	1	0.00	0.00	0.00	0.00	-1	
12081304465	SMP	1	0.00	0.00	0.00	0.00	-1	
12081312839	SMP	1	0.00	0.00	0.00	0.00	-1	
12081321195	SMP	1	0.00	0.00	0.00	0.00	-1	
12081329470	SMP	1	0.00	0.00	0.00	0.00	-1	
12081337819	SMP	1	0.00	0.00	0.00	0.00	-1	
12081346210	SMP	1	0.00	0.00	0.00	0.00	-1	
12081354588	SMP	1	0.00	0.00	0.00	0.00	-1	
12081362836	SMP	1	0.00	0.00	0.00	0.00	-1	
12081371210	SMP	1	0.00	0.00	0.00	0.00	-1	
12081379584	SMP	1	0.00	0.00	0.00	0.00	-1	
12081387960	SMP	1	0.00	0.00	0.00	0.00	-1	
12081396212	SMP	1	896.73	1146.36	896.73	1146.36	-1	
12081404582	SMP	1	0.00	0.00	0.00	0.00	-1	
12081412932	SMP	1	0.00	0.00	0.00	0.00	-1	
12081421334	SMP	1	0.00	0.00	0.00	0.00	-1	
12081429557	SMP	1	0.00	0.00	0.00	0.00	-1	
12081437960	SMP	1	0.00	0.00	0.00	0.00	-1	
12081446286	SMP	1	0.00	0.00	0.00	0.00	-1	
12081454582	SMP	1	0.00	0.00	0.00	0.00	-1	
12081462924	SMP	1	0.00	0.00	0.00	0.00	-1	
12081471333	SMP	1	0.00	0.00	0.00	0.00	-1	
12081479712	SMP	1	0.00	0.00	0.00	0.00	-1	
12081487966	SMP	1	0.00	0.00	0.00	0.00	-1	
12081496331	SMP	1	0.00	0.00	0.00	0.00	-1	
12081504705	SMP	1	0.00	0.00	0.00	0.00	-1	
12081513146	SMP	1	0.00	0.00	0.00	0.00	-1	
12081521368	SMP	1	0.00	0.00	0.00	0.00	-1	
12081529730	SMP	1	0.00	0.00	0.00	0.00	-1	
12081538087	SMP	1	0.00	0.00	0.00	0.00	-1	
12081546375	SMP	1	0.00	0.00	0.00	0.00	-1	
12081554712	SMP	1	0.00	0.00	0.00	0.00	-1	
12081563124	SMP	1	0.00	0.00	0.00	0.00	-1	
12081571483	SMP	1	0.00	0.00	0.00	0.00	-1	
12081579725	SMP	1	0.00	0.00	0.00	0.00	-1	
12081588107	SMP	1	0.00	0.00	0.00	0.00	-1	
12081596519	SMP	1	0.00	0.00	0.00	0.00	-1	
12081604806	SMP	1	0.00	0.00	0.00	0.00	-1	
12081613096	SMP	1	0.00	0.00	0.00	0.00	-1	
12081621459	SMP	1	0.00	0.00	0.00	0.00	-1	
12081629802	SMP	1	0.00	0.00	0.00	0.00	-1	
12081638217	SMP	1	0.00	0.00	0.00	0.00	-1	
12081646442	SMP	1	0.00	0.00	0.00	0.00	-1	
12081654830	SMP	1	0.00	0.00	0.00	0.00	-1	
12081663215	SMP	1	0.00	0.00	0.00	0.00	-1	
12081671587	SMP	1	0.00	0.00	0.00	0.00	-1	
12081679833	SMP	1	0.00	0.00	0.00	0.00	-1	
12081688207	SMP	1	0.00	0.00	0.00	0.00	-1	
12081696641	SMP	1	0.00	0.00	0.00	0.00	-1	
12081704881	SMP	1	0.00	0.00	0.00	0.00	-1	
12081713270	SMP	1	0.00	0.00	0.00	0.00	-1	
