## [iView]
## Converted from:	F:\transfer\MAY23 ADULT RAW DATA\5_2\052313_08-eye_data.idf
## Date:	23.05.2013 19:44:08
## Version:	IDF Converter 3.0.14
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	59214                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	052313_08                                                                                                                                                                                                                                                       
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	2-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(335;210)
## Calibration Point 1:	Position(1343;840)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1040-05197-SMU
## Operating System :	5.1
## iView X Version:	2.8.26
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, QUALITY, MSG
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	Latency	L Validity	R Validity	Pupil Confidence	Aux1
95677515518	SMP	1	695.98	340.81	695.98	340.81	0	1493	0	0	1	
95678015058	MSG	1	# Message: elmo_duck1.avi
95678016019	SMP	1	698.43	356.68	698.43	356.68	0	2960	0	0	1	
95678024436	SMP	1	697.73	357.51	697.73	357.51	0	1836	0	0	1	
95678032639	SMP	1	697.51	354.70	697.51	354.70	0	2189	0	0	1	
95678040960	SMP	1	697.92	356.53	697.92	356.53	0	1777	0	0	1	
95678049943	SMP	1	697.01	356.09	697.01	356.09	0	2116	0	0	1	
95678057784	SMP	1	696.82	356.26	696.82	356.26	0	1651	0	0	1	
95678065968	SMP	1	696.41	358.18	696.41	358.18	0	2117	0	0	1	
95678074383	SMP	1	696.94	357.96	696.94	357.96	0	1437	0	0	1	
95678082787	SMP	1	697.03	356.49	697.03	356.49	0	2211	0	0	1	
95678091136	SMP	1	696.68	356.15	696.68	356.15	0	1508	0	0	1	
95678099374	SMP	1	695.29	354.91	695.29	354.91	0	1412	0	0	1	
95678107718	SMP	1	694.75	352.66	694.75	352.66	0	1510	0	0	1	
95678116128	SMP	1	695.00	352.55	695.00	352.55	0	1625	0	0	1	
95678124383	SMP	1	695.67	353.46	695.67	353.46	0	1547	0	0	1	
95678132712	SMP	1	696.69	353.50	696.69	353.50	0	1910	0	0	1	
95678141130	SMP	1	696.24	353.89	696.24	353.89	0	1496	0	0	1	
95678149515	SMP	1	695.19	352.82	695.19	352.82	0	1706	0	0	1	
95678157712	SMP	1	692.76	350.61	692.76	350.61	0	1825	0	0	1	
95678166143	SMP	1	668.10	415.41	668.10	415.41	0	1472	0	0	1	
95678174470	SMP	1	521.11	559.13	521.11	559.13	0	1340	0	0	1	
95678182876	SMP	1	375.46	631.32	375.46	631.32	0	2049	0	0	1	
95678191106	SMP	1	286.41	761.80	286.41	761.80	0	2273	0	0	1	
95678199525	SMP	1	274.09	805.01	274.09	805.01	0	1582	0	0	1	
95678207821	SMP	1	278.55	796.48	278.55	796.48	0	1715	0	0	1	
95678216245	SMP	1	280.73	795.60	280.73	795.60	0	2880	0	0	1	
95678224498	SMP	1	279.98	800.72	279.98	800.72	0	1762	0	0	1	
95678232858	SMP	1	276.85	798.41	276.85	798.41	0	1589	0	0	1	
95678241196	SMP	1	278.02	797.78	278.02	797.78	0	1561	0	0	1	
95678249494	SMP	1	272.56	798.79	272.56	798.79	0	1996	0	0	1	
95678257869	SMP	1	272.52	797.28	272.52	797.28	0	2136	0	0	1	
95678266275	SMP	1	269.58	796.76	269.58	796.76	0	1636	0	0	1	
95678274599	SMP	1	269.89	797.22	269.89	797.22	0	1428	0	0	1	
95678282790	SMP	1	271.60	798.04	271.60	798.04	0	1958	0	0	1	
95678291246	SMP	1	270.69	798.78	270.69	798.78	0	1662	0	0	1	
95678299615	SMP	1	268.43	799.58	268.43	799.58	0	1491	0	0	1	
95678307980	SMP	1	268.62	798.99	268.62	798.99	0	1647	0	0	1	
95678316232	SMP	1	268.80	799.52	268.80	799.52	0	2791	0	0	1	
95678324687	SMP	1	267.90	801.93	267.90	801.93	0	2671	0	0	1	
95678333025	SMP	1	267.26	803.95	267.26	803.95	0	1766	0	0	1	
95678341349	SMP	1	270.07	799.90	270.07	799.90	0	1516	0	0	1	
95678349627	SMP	1	269.91	800.91	269.91	800.91	0	1868	0	0	1	
95678358002	SMP	1	270.46	800.92	270.46	800.92	0	1810	0	0	1	
95678366387	SMP	1	270.14	799.82	270.14	799.82	0	1576	0	0	1	
95678374590	SMP	1	269.45	799.21	269.45	799.21	0	1468	0	0	1	
95678382938	SMP	1	268.82	796.11	268.82	796.11	0	2944	0	0	1	
95678391400	SMP	1	268.80	792.93	268.80	792.93	0	1971	0	0	1	
95678399728	SMP	1	268.37	792.90	268.37	792.90	0	1451	0	0	1	
95678407932	SMP	1	265.97	791.82	265.97	791.82	0	1691	0	0	1	
95678416403	SMP	1	265.57	789.48	265.57	789.48	0	1980	0	0	1	
95678424756	SMP	1	266.19	789.08	266.19	789.08	0	1644	0	0	1	
95678433109	SMP	1	265.61	790.26	265.61	790.26	0	1605	0	0	1	
95678441314	SMP	1	272.76	786.20	272.76	786.20	0	1512	0	0	1	
95678449753	SMP	1	449.13	650.13	449.13	650.13	0	2940	0	0	1	
95678458115	SMP	1	594.47	468.35	594.47	468.35	0	1751	0	0	1	
95678466544	SMP	1	640.98	366.98	640.98	366.98	0	1507	0	0	1	
95678474722	SMP	1	681.74	369.21	681.74	369.21	0	1422	0	0	1	
95678483092	SMP	1	658.89	382.60	658.89	382.60	0	2003	0	0	1	
95678491509	SMP	1	660.85	372.30	660.85	372.30	0	1588	0	0	1	
95678499852	SMP	1	676.40	366.30	676.40	366.30	0	1383	0	0	1	
95678508102	SMP	1	676.81	355.39	676.81	355.39	0	2053	0	0	1	
95678516551	SMP	1	680.12	354.26	680.12	354.26	0	1768	0	0	1	
95678524873	SMP	1	681.96	353.52	681.96	353.52	0	1625	0	0	1	
95678533072	SMP	1	683.22	350.04	683.22	350.04	0	1707	0	0	1	
95678541483	SMP	1	684.62	347.47	684.62	347.47	0	1471	0	0	1	
95678549826	SMP	1	687.52	343.89	687.52	343.89	0	3201	0	0	1	
95678558245	SMP	1	689.94	339.81	689.94	339.81	0	1730	0	0	1	
95678566460	SMP	1	687.24	339.16	687.24	339.16	0	1392	0	0	1	
95678574889	SMP	1	688.62	337.83	688.62	337.83	0	1576	0	0	1	
95678583246	SMP	1	689.98	336.22	689.98	336.22	0	2029	0	0	1	
95678591619	SMP	1	689.56	334.20	689.56	334.20	0	1593	0	0	1	
95678599863	SMP	1	688.34	332.65	688.34	332.65	0	1438	0	0	1	
95678608215	SMP	1	687.84	330.26	687.84	330.26	0	1565	0	0	1	
95678616609	SMP	1	688.23	328.85	688.23	328.85	0	1910	0	0	1	
95678624987	SMP	1	689.51	326.48	689.51	326.48	0	1876	0	0	1	
95678633271	SMP	1	686.48	324.08	686.48	324.08	0	2113	0	0	1	
95678641612	SMP	1	684.57	322.89	684.57	322.89	0	1434	0	0	1	
95678649969	SMP	1	683.51	322.93	683.51	322.93	0	2532	0	0	1	
95678658206	SMP	1	681.74	323.08	681.74	323.08	0	1854	0	0	1	
95678666628	SMP	1	681.34	317.12	681.34	317.12	0	1470	0	0	1	
95678674975	SMP	1	681.08	311.09	681.08	311.09	0	1433	0	0	1	
95678683337	SMP	1	682.26	308.11	682.26	308.11	0	1738	0	0	1	
95678691625	SMP	1	683.39	300.49	683.39	300.49	0	1857	0	0	1	
95678699987	SMP	1	684.68	296.94	684.68	296.94	0	1602	0	0	1	
95678708349	SMP	1	681.75	290.35	681.75	290.35	0	1988	0	0	1	
95678716783	SMP	1	679.52	292.23	679.52	292.23	0	3238	0	0	1	
95678724968	SMP	1	679.72	289.95	679.72	289.95	0	1618	0	0	1	
95678733373	SMP	1	679.76	285.33	679.76	285.33	0	1564	0	0	1	
95678741720	SMP	1	680.86	281.67	680.86	281.67	0	1509	0	0	1	
95678750091	SMP	1	681.87	277.97	681.87	277.97	0	3203	0	0	1	
95678758356	SMP	1	683.53	274.13	683.53	274.13	0	1898	0	0	1	
95678766736	SMP	1	685.44	270.93	685.44	270.93	0	1609	0	0	1	
95678775086	SMP	1	687.48	265.30	687.48	265.30	0	1404	0	0	1	
95678783311	SMP	1	691.28	263.36	691.28	263.36	0	1901	0	0	1	
95678791765	SMP	1	690.76	259.66	690.76	259.66	0	2064	0	0	1	
95678800130	SMP	1	694.32	260.16	694.32	260.16	0	1469	0	0	1	
95678808477	SMP	1	692.59	257.26	692.59	257.26	0	2224	0	0	1	
95678816723	SMP	1	694.76	254.71	694.76	254.71	0	2760	0	0	1	
95678825691	SMP	1	694.36	255.34	694.36	255.34	0	1955	0	0	1	
95678833491	SMP	1	697.10	254.54	697.10	254.54	0	1556	0	0	1	
95678841852	SMP	1	696.04	255.25	696.04	255.25	0	1515	0	0	1	
95678850106	SMP	1	697.13	253.82	697.13	253.82	0	1901	0	0	1	
95678858498	SMP	1	696.86	254.89	696.86	254.89	0	1732	0	0	1	
95678866875	SMP	1	696.13	255.41	696.13	255.41	0	1473	0	0	1	
95678875209	SMP	1	693.78	256.54	693.78	256.54	0	1402	0	0	1	
95678883438	SMP	1	692.17	259.60	692.17	259.60	0	2006	0	0	1	
95678891873	SMP	1	691.46	259.67	691.46	259.67	0	2409	0	0	1	
