## [iView]
## Converted from:	F:\transfer\to convert\negtracker5_3\120612_01-eye_data.idf
## Date:	06.12.2012 18:58:22
## Version:	IDF Converter 3.0.16
## IDF Version:	9
## Sample Rate:	120
## Separator Type:	Msg
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	23903                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	120612_01                                                                                                                                                                                                                                                       
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Type:	5-point
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(840;525)
## Calibration Point 1:	Position(420;105)
## Calibration Point 2:	Position(1512;262)
## Calibration Point 3:	Position(1260;945)
## Calibration Point 4:	Position(167;787)
## [Geometry]
## Stimulus Dimension [mm]:	474	297
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	IVR-X-1040-05197-SMU
## Operating System :	5.1
## iView X Version:	2.7.13
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	True
## Saccade Length [px]:	80
## Filter Depth [ms]:	20
## Format:	LEFT, RIGHT, POR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Frame	Aux1
2677981844	SMP	1	0.00	0.00	0.00	0.00		
2678031781	SMP	1	0.00	0.00	0.00	0.00	-1	
2678082005	SMP	1	0.00	0.00	0.00	0.00	-1	
2678131953	SMP	1	0.00	0.00	0.00	0.00	-1	
2678181987	SMP	1	0.00	0.00	0.00	0.00	-1	
2678231982	SMP	1	0.00	0.00	0.00	0.00	-1	
2678281955	SMP	1	0.00	0.00	0.00	0.00	-1	
2678332067	SMP	1	0.00	0.00	0.00	0.00	-1	
2678382116	SMP	1	0.00	0.00	0.00	0.00	-1	
2678432084	SMP	1	0.00	0.00	0.00	0.00	-1	
2678482081	SMP	1	0.00	0.00	0.00	0.00	-1	
2678532199	SMP	1	0.00	0.00	0.00	0.00	-1	
2678582105	SMP	1	0.00	0.00	0.00	0.00	-1	
2678632194	SMP	1	0.00	0.00	0.00	0.00	-1	
2678682234	SMP	1	0.00	0.00	0.00	0.00	-1	
2678732188	SMP	1	0.00	0.00	0.00	0.00	-1	
2678782292	SMP	1	0.00	0.00	0.00	0.00	-1	
2678832101	SMP	1	0.00	0.00	0.00	0.00	-1	
2678882478	SMP	1	0.00	0.00	0.00	0.00	-1	
2678932284	SMP	1	0.00	0.00	0.00	0.00	-1	
2678982380	SMP	1	0.00	0.00	0.00	0.00	-1	
2679032313	SMP	1	0.00	0.00	0.00	0.00	-1	
2679494481	MSG	1	# Message: elmo_duck.avi
2679532533	SMP	1	0.00	0.00	0.00	0.00	-1	
2679582658	SMP	1	0.00	0.00	0.00	0.00	-1	
2679632725	SMP	1	0.00	0.00	0.00	0.00	-1	
2679682651	SMP	1	0.00	0.00	0.00	0.00	-1	
2679732671	SMP	1	0.00	0.00	0.00	0.00	-1	
2679782682	SMP	1	0.00	0.00	0.00	0.00	-1	
2679832839	SMP	1	0.00	0.00	0.00	0.00	-1	
2679882894	SMP	1	0.00	0.00	0.00	0.00	-1	
2679932718	SMP	1	0.00	0.00	0.00	0.00	-1	
2679982831	SMP	1	0.00	0.00	0.00	0.00	-1	
2680032908	SMP	1	0.00	0.00	0.00	0.00	-1	
2680083200	SMP	1	0.00	0.00	0.00	0.00	-1	
2680132900	SMP	1	0.00	0.00	0.00	0.00	-1	
2680182962	SMP	1	0.00	0.00	0.00	0.00	-1	
2680232826	SMP	1	0.00	0.00	0.00	0.00	-1	
2680283397	SMP	1	0.00	0.00	0.00	0.00	-1	
2680333009	SMP	1	0.00	0.00	0.00	0.00	-1	
2680383076	SMP	1	0.00	0.00	0.00	0.00	-1	
2680433036	SMP	1	0.00	0.00	0.00	0.00	-1	
2680483073	SMP	1	0.00	0.00	0.00	0.00	-1	
2680533096	SMP	1	0.00	0.00	0.00	0.00	-1	
2680583146	SMP	1	0.00	0.00	0.00	0.00	-1	
2680633134	SMP	1	0.00	0.00	0.00	0.00	-1	
2680683661	SMP	1	0.00	0.00	0.00	0.00	-1	
2680733168	SMP	1	0.00	0.00	0.00	0.00	-1	
2680783180	SMP	1	0.00	0.00	0.00	0.00	-1	
2680833373	SMP	1	0.00	0.00	0.00	0.00	-1	
2680883283	SMP	1	0.00	0.00	0.00	0.00	-1	
2680933296	SMP	1	0.00	0.00	0.00	0.00	-1	
2680983356	SMP	1	0.00	0.00	0.00	0.00	-1	
2681033271	SMP	1	0.00	0.00	0.00	0.00	-1	
2681083424	SMP	1	0.00	0.00	0.00	0.00	-1	
2681133346	SMP	1	0.00	0.00	0.00	0.00	-1	
2681183378	SMP	1	0.00	0.00	0.00	0.00	-1	
2681233516	SMP	1	0.00	0.00	0.00	0.00	-1	
2681283447	SMP	1	0.00	0.00	0.00	0.00	-1	
2681333478	SMP	1	0.00	0.00	0.00	0.00	-1	
2681383600	SMP	1	0.00	0.00	0.00	0.00	-1	
2681433519	SMP	1	0.00	0.00	0.00	0.00	-1	
2681483536	SMP	1	0.00	0.00	0.00	0.00	-1	
2681533501	SMP	1	0.00	0.00	0.00	0.00	-1	
2681583947	SMP	1	0.00	0.00	0.00	0.00	-1	
2681633744	SMP	1	0.00	0.00	0.00	0.00	-1	
2681683671	SMP	1	0.00	0.00	0.00	0.00	-1	
2681733625	SMP	1	0.00	0.00	0.00	0.00	-1	
2681783600	SMP	1	0.00	0.00	0.00	0.00	-1	
2681833743	SMP	1	0.00	0.00	0.00	0.00	-1	
2681883760	SMP	1	0.00	0.00	0.00	0.00	-1	
2681933806	SMP	1	0.00	0.00	0.00	0.00	-1	
2681983732	SMP	1	0.00	0.00	0.00	0.00	-1	
2682033911	SMP	1	0.00	0.00	0.00	0.00	-1	
2682083900	SMP	1	0.00	0.00	0.00	0.00	-1	
2682133920	SMP	1	0.00	0.00	0.00	0.00	-1	
2682183858	SMP	1	0.00	0.00	0.00	0.00	-1	
2682233831	SMP	1	0.00	0.00	0.00	0.00	-1	
2682284062	SMP	1	0.00	0.00	0.00	0.00	-1	
2682333899	SMP	1	0.00	0.00	0.00	0.00	-1	
2682383985	SMP	1	0.00	0.00	0.00	0.00	-1	
2682434006	SMP	1	0.00	0.00	0.00	0.00	-1	
2682484063	SMP	1	0.00	0.00	0.00	0.00	-1	
2682533998	SMP	1	0.00	0.00	0.00	0.00	-1	
2682584117	SMP	1	0.00	0.00	0.00	0.00	-1	
2682634101	SMP	1	0.00	0.00	0.00	0.00	-1	
2682684095	SMP	1	0.00	0.00	0.00	0.00	-1	
2682734134	SMP	1	0.00	0.00	0.00	0.00	-1	
2682784228	SMP	1	0.00	0.00	0.00	0.00	-1	
2682834213	SMP	1	0.00	0.00	0.00	0.00	-1	
2682884207	SMP	1	0.00	0.00	0.00	0.00	-1	
2682934248	SMP	1	0.00	0.00	0.00	0.00	-1	
2682984254	SMP	1	0.00	0.00	0.00	0.00	-1	
2683034443	SMP	1	0.00	0.00	0.00	0.00	-1	
2683084472	SMP	1	0.00	0.00	0.00	0.00	-1	
2683134385	SMP	1	0.00	0.00	0.00	0.00	-1	
2683184389	SMP	1	0.00	0.00	0.00	0.00	-1	
2683234408	SMP	1	0.00	0.00	0.00	0.00	-1	
2683284402	SMP	1	0.00	0.00	0.00	0.00	-1	
2683334521	SMP	1	0.00	0.00	0.00	0.00	-1	
2683384499	SMP	1	0.00	0.00	0.00	0.00	-1	
2683434463	SMP	1	0.00	0.00	0.00	0.00	-1	
2683484525	SMP	1	0.00	0.00	0.00	0.00	-1	
2683534703	SMP	1	0.00	0.00	0.00	0.00	-1	
2683584601	SMP	1	0.00	0.00	0.00	0.00	-1	
2683634594	SMP	1	0.00	0.00	0.00	0.00	-1	
2683684640	SMP	1	0.00	0.00	0.00	0.00	-1	
2683734620	SMP	1	0.00	0.00	0.00	0.00	-1	
2683784626	SMP	1	0.00	0.00	0.00	0.00	-1	
2683834718	SMP	1	0.00	0.00	0.00	0.00	-1	
2683884765	SMP	1	0.00	0.00	0.00	0.00	-1	
2683934747	SMP	1	0.00	0.00	0.00	0.00	-1	
2683984839	SMP	1	0.00	0.00	0.00	0.00	-1	
2684034837	SMP	1	0.00	0.00	0.00	0.00	-1	
2684084880	SMP	1	0.00	0.00	0.00	0.00	-1	
2684135040	SMP	1	0.00	0.00	0.00	0.00	-1	
2684184878	SMP	1	0.00	0.00	0.00	0.00	-1	
2684234851	SMP	1	0.00	0.00	0.00	0.00	-1	
2684284999	SMP	1	0.00	0.00	0.00	0.00	-1	
2684335259	SMP	1	0.00	0.00	0.00	0.00	-1	
2684384986	SMP	1	0.00	0.00	0.00	0.00	-1	
2684435010	SMP	1	0.00	0.00	0.00	0.00	-1	
2684484966	SMP	1	0.00	0.00	0.00	0.00	-1	
2684535114	SMP	1	0.00	0.00	0.00	0.00	-1	
2684585111	SMP	1	0.00	0.00	0.00	0.00	-1	
2684635075	SMP	1	0.00	0.00	0.00	0.00	-1	
2684685081	SMP	1	0.00	0.00	0.00	0.00	-1	
2684735257	SMP	1	0.00	0.00	0.00	0.00	-1	
2684785302	SMP	1	0.00	0.00	0.00	0.00	-1	
2684835377	SMP	1	0.00	0.00	0.00	0.00	-1	
2684885205	SMP	1	0.00	0.00	0.00	0.00	-1	
2684935232	SMP	1	0.00	0.00	0.00	0.00	-1	
2684985202	SMP	1	0.00	0.00	0.00	0.00	-1	
2685035323	SMP	1	0.00	0.00	0.00	0.00	-1	
2685085408	SMP	1	0.00	0.00	0.00	0.00	-1	
2685135371	SMP	1	0.00	0.00	0.00	0.00	-1	
2685185376	SMP	1	0.00	0.00	0.00	0.00	-1	
2685235444	SMP	1	0.00	0.00	0.00	0.00	-1	
2685285471	SMP	1	0.00	0.00	0.00	0.00	-1	
2685335719	SMP	1	0.00	0.00	0.00	0.00	-1	
2685385456	SMP	1	0.00	0.00	0.00	0.00	-1	
2685435448	SMP	1	0.00	0.00	0.00	0.00	-1	
2685485471	SMP	1	0.00	0.00	0.00	0.00	-1	
2685535660	SMP	1	0.00	0.00	0.00	0.00	-1	
2685585590	SMP	1	0.00	0.00	0.00	0.00	-1	
2685635598	SMP	1	0.00	0.00	0.00	0.00	-1	
2685685691	SMP	1	0.00	0.00	0.00	0.00	-1	
2685735719	SMP	1	0.00	0.00	0.00	0.00	-1	
2685785718	SMP	1	0.00	0.00	0.00	0.00	-1	
2685835657	SMP	1	0.00	0.00	0.00	0.00	-1	
2685885686	SMP	1	0.00	0.00	0.00	0.00	-1	
2685935715	SMP	1	0.00	0.00	0.00	0.00	-1	
2685985682	SMP	1	0.00	0.00	0.00	0.00	-1	
2686035820	SMP	1	0.00	0.00	0.00	0.00	-1	
